session_id,user_id,event_timestamp,event_name,page_path,page_depth,device_category,traffic_source,time_on_page_seconds,country,page_order_num,week
sess_0009,1c21ebc3-ca21-438c-90cf-bef38ec06d8b,2024-02-21 23:45:46,page_view,/apply-renew-passport,1,mobile,paid_search,193,United Kingdom,0,2024-02-19
sess_0009,1c21ebc3-ca21-438c-90cf-bef38ec06d8b,2024-02-21 23:46:31,page_view,/apply-renew-passport/eligibility,2,mobile,paid_search,177,United Kingdom,1,2024-02-19
sess_0009,1c21ebc3-ca21-438c-90cf-bef38ec06d8b,2024-02-21 23:48:01,page_view,/apply-renew-passport/photo,3,mobile,paid_search,46,United Kingdom,2,2024-02-19
sess_0010,7a568090-5c20-4aea-a3ba-413b2474c950,2024-02-21 10:25:51,page_view,/apply-renew-passport,1,mobile,direct,201,United Kingdom,0,2024-02-19
sess_0010,7a568090-5c20-4aea-a3ba-413b2474c950,2024-02-21 10:26:36,page_view,/apply-renew-passport/eligibility,2,mobile,direct,239,United Kingdom,1,2024-02-19
sess_0010,7a568090-5c20-4aea-a3ba-413b2474c950,2024-02-21 10:28:06,page_view,/apply-renew-passport/photo,3,mobile,direct,28,United Kingdom,2,2024-02-19
sess_0011,940119ce-e09d-48d5-bbf3-56c78e4c801d,2024-01-27 20:40:21,page_view,/apply-renew-passport,1,mobile,organic_search,12,United Kingdom,0,2024-01-22
sess_0012,633f9cc0-2f10-4793-ad3c-318e290dee8d,2024-02-01 01:34:12,page_view,/apply-renew-passport,1,desktop,organic_search,29,United Kingdom,0,2024-01-29
sess_0013,53392896-05c4-41a7-89e4-687451b074b7,2024-03-31 21:16:14,page_view,/apply-renew-passport,1,desktop,social,12,United Kingdom,0,2024-03-25
sess_0013,53392896-05c4-41a7-89e4-687451b074b7,2024-03-31 21:16:59,page_view,/apply-renew-passport/eligibility,2,desktop,social,39,United Kingdom,1,2024-03-25
sess_0013,53392896-05c4-41a7-89e4-687451b074b7,2024-03-31 21:18:29,page_view,/apply-renew-passport/photo,3,desktop,social,147,United Kingdom,2,2024-03-25
sess_0013,53392896-05c4-41a7-89e4-687451b074b7,2024-03-31 21:20:44,page_view,/apply-renew-passport/personal-details,4,desktop,social,206,United Kingdom,3,2024-03-25
sess_0013,53392896-05c4-41a7-89e4-687451b074b7,2024-03-31 21:23:44,page_view,/apply-renew-passport/check-answers,5,desktop,social,38,United Kingdom,4,2024-03-25
sess_0013,53392896-05c4-41a7-89e4-687451b074b7,2024-03-31 21:27:29,page_view,/apply-renew-passport/payment,6,desktop,social,15,United Kingdom,5,2024-03-25
sess_0013,53392896-05c4-41a7-89e4-687451b074b7,2024-03-31 21:28:59,form_submit,/apply-renew-passport/payment,6,desktop,social,90,United Kingdom,5,2024-03-25
sess_0014,db5156ea-321e-49f3-9e72-6a8c7b13637a,2024-02-21 03:28:54,page_view,/apply-renew-passport,1,tablet,referral,37,United Kingdom,0,2024-02-19
sess_0014,db5156ea-321e-49f3-9e72-6a8c7b13637a,2024-02-21 03:29:39,page_view,/apply-renew-passport/eligibility,2,tablet,referral,86,United Kingdom,1,2024-02-19
sess_0014,db5156ea-321e-49f3-9e72-6a8c7b13637a,2024-02-21 03:31:09,page_view,/apply-renew-passport/photo,3,tablet,referral,139,United Kingdom,2,2024-02-19
sess_0014,db5156ea-321e-49f3-9e72-6a8c7b13637a,2024-02-21 03:33:24,page_view,/apply-renew-passport/personal-details,4,tablet,referral,14,United Kingdom,3,2024-02-19
sess_0015,73409f14-fce5-439c-a4ee-7904ee375ee9,2024-02-01 08:52:23,page_view,/apply-renew-passport,1,desktop,referral,10,United Kingdom,0,2024-01-29
sess_0015,73409f14-fce5-439c-a4ee-7904ee375ee9,2024-02-01 08:53:08,page_view,/apply-renew-passport/eligibility,2,desktop,referral,135,United Kingdom,1,2024-01-29
sess_0015,73409f14-fce5-439c-a4ee-7904ee375ee9,2024-02-01 08:54:38,page_view,/apply-renew-passport/photo,3,desktop,referral,102,United Kingdom,2,2024-01-29
sess_0015,73409f14-fce5-439c-a4ee-7904ee375ee9,2024-02-01 08:56:53,page_view,/apply-renew-passport/personal-details,4,desktop,referral,58,United Kingdom,3,2024-01-29
sess_0016,80a3be7a-54a7-4c0e-a6ad-1f666bae59e8,2024-02-16 11:55:43,page_view,/apply-renew-passport,1,mobile,paid_search,31,United Kingdom,0,2024-02-12
sess_0016,80a3be7a-54a7-4c0e-a6ad-1f666bae59e8,2024-02-16 11:56:28,page_view,/apply-renew-passport/eligibility,2,mobile,paid_search,218,United Kingdom,1,2024-02-12
sess_0016,80a3be7a-54a7-4c0e-a6ad-1f666bae59e8,2024-02-16 11:57:58,page_view,/apply-renew-passport/photo,3,mobile,paid_search,204,United Kingdom,2,2024-02-12
sess_0016,80a3be7a-54a7-4c0e-a6ad-1f666bae59e8,2024-02-16 12:00:13,page_view,/apply-renew-passport/personal-details,4,mobile,paid_search,42,United Kingdom,3,2024-02-12
sess_0016,80a3be7a-54a7-4c0e-a6ad-1f666bae59e8,2024-02-16 12:03:13,page_view,/apply-renew-passport/check-answers,5,mobile,paid_search,131,United States,4,2024-02-12
sess_0016,80a3be7a-54a7-4c0e-a6ad-1f666bae59e8,2024-02-16 12:06:58,page_view,/apply-renew-passport/payment,6,mobile,paid_search,15,United Kingdom,5,2024-02-12
sess_0016,80a3be7a-54a7-4c0e-a6ad-1f666bae59e8,2024-02-16 12:08:28,form_submit,/apply-renew-passport/payment,6,mobile,paid_search,90,United Kingdom,5,2024-02-12
sess_0017,f75deb9d-4e04-468e-928e-258734ab0330,2024-02-11 03:03:04,page_view,/apply-renew-passport,1,tablet,referral,192,United Kingdom,0,2024-02-05
sess_0017,f75deb9d-4e04-468e-928e-258734ab0330,2024-02-11 03:03:49,page_view,/apply-renew-passport/eligibility,2,tablet,referral,181,United Kingdom,1,2024-02-05
sess_0017,f75deb9d-4e04-468e-928e-258734ab0330,2024-02-11 03:05:19,page_view,/apply-renew-passport/photo,3,tablet,referral,122,Ireland,2,2024-02-05
sess_0017,f75deb9d-4e04-468e-928e-258734ab0330,2024-02-11 03:07:34,page_view,/apply-renew-passport/personal-details,4,tablet,referral,125,United Kingdom,3,2024-02-05
sess_0017,f75deb9d-4e04-468e-928e-258734ab0330,2024-02-11 03:10:34,page_view,/apply-renew-passport/check-answers,5,tablet,referral,19,United Kingdom,4,2024-02-05
sess_0018,4d71b015-f763-4710-8775-071c5dd99d58,2024-01-05 02:01:36,page_view,/apply-renew-passport,1,desktop,organic_search,28,United Kingdom,0,2024-01-01
sess_0018,4d71b015-f763-4710-8775-071c5dd99d58,2024-01-05 02:02:21,page_view,/apply-renew-passport/eligibility,2,desktop,organic_search,8,United Kingdom,1,2024-01-01
sess_0019,48ffaf1a-ed30-47be-9b0a-4f6315aab2af,2024-06-24 19:33:47,page_view,/apply-renew-passport,1,mobile,organic_search,81,United Kingdom,0,2024-06-24
sess_0019,48ffaf1a-ed30-47be-9b0a-4f6315aab2af,2024-06-24 19:34:32,page_view,/apply-renew-passport/eligibility,2,mobile,organic_search,64,United Kingdom,1,2024-06-24
sess_0019,48ffaf1a-ed30-47be-9b0a-4f6315aab2af,2024-06-24 19:36:02,page_view,/apply-renew-passport/photo,3,mobile,organic_search,51,United States,2,2024-06-24
sess_0020,50c43f44-6d71-4efe-8627-a5e8056d2bc3,2024-04-20 21:15:13,page_view,/apply-renew-passport,1,desktop,organic_search,114,United Kingdom,0,2024-04-15
sess_0020,50c43f44-6d71-4efe-8627-a5e8056d2bc3,2024-04-20 21:15:58,page_view,/apply-renew-passport/eligibility,2,desktop,organic_search,34,United Kingdom,1,2024-04-15
sess_0020,50c43f44-6d71-4efe-8627-a5e8056d2bc3,2024-04-20 21:17:28,page_view,/apply-renew-passport/photo,3,desktop,organic_search,100,United Kingdom,2,2024-04-15
sess_0020,50c43f44-6d71-4efe-8627-a5e8056d2bc3,2024-04-20 21:19:43,page_view,/apply-renew-passport/personal-details,4,desktop,organic_search,34,United Kingdom,3,2024-04-15
sess_0021,2433ace4-4fd9-4056-9461-a63904f77723,2024-01-11 12:27:21,page_view,/apply-renew-passport,1,desktop,social,30,United Kingdom,0,2024-01-08
sess_0022,406756fa-594b-4a1b-afcf-4de0d01a766a,2024-06-04 11:01:53,page_view,/apply-renew-passport,1,desktop,organic_search,124,United Kingdom,0,2024-06-03
sess_0022,406756fa-594b-4a1b-afcf-4de0d01a766a,2024-06-04 11:02:38,page_view,/apply-renew-passport/eligibility,2,desktop,organic_search,16,United Kingdom,1,2024-06-03
sess_0023,1d213f3f-57c6-49ad-bf18-950ce83ff5a8,2024-02-18 12:10:56,page_view,/apply-renew-passport,1,desktop,organic_search,229,United Kingdom,0,2024-02-12
sess_0023,1d213f3f-57c6-49ad-bf18-950ce83ff5a8,2024-02-18 12:11:41,page_view,/apply-renew-passport/eligibility,2,desktop,organic_search,22,United Kingdom,1,2024-02-12
sess_0023,1d213f3f-57c6-49ad-bf18-950ce83ff5a8,2024-02-18 12:13:11,page_view,/apply-renew-passport/photo,3,desktop,organic_search,148,United Kingdom,2,2024-02-12
sess_0023,1d213f3f-57c6-49ad-bf18-950ce83ff5a8,2024-02-18 12:15:26,page_view,/apply-renew-passport/personal-details,4,desktop,organic_search,33,United States,3,2024-02-12
sess_0023,1d213f3f-57c6-49ad-bf18-950ce83ff5a8,2024-02-18 12:18:26,page_view,/apply-renew-passport/check-answers,5,desktop,organic_search,227,United Kingdom,4,2024-02-12
sess_0023,1d213f3f-57c6-49ad-bf18-950ce83ff5a8,2024-02-18 12:22:11,page_view,/apply-renew-passport/payment,6,desktop,organic_search,31,United Kingdom,5,2024-02-12
sess_0023,1d213f3f-57c6-49ad-bf18-950ce83ff5a8,2024-02-18 12:23:41,form_submit,/apply-renew-passport/payment,6,desktop,organic_search,90,United Kingdom,5,2024-02-12
sess_0024,e8d3fb0d-fbac-429c-8073-98d4883a4983,2024-01-12 09:15:38,page_view,/apply-renew-passport,1,mobile,organic_search,210,United Kingdom,0,2024-01-08
sess_0024,e8d3fb0d-fbac-429c-8073-98d4883a4983,2024-01-12 09:16:23,page_view,/apply-renew-passport/eligibility,2,mobile,organic_search,23,United Kingdom,1,2024-01-08
sess_0025,1769c517-9963-444b-8fc8-2eb2b01dd549,2024-05-21 20:24:05,page_view,/apply-renew-passport,1,tablet,direct,49,United Kingdom,0,2024-05-20
sess_0025,1769c517-9963-444b-8fc8-2eb2b01dd549,2024-05-21 20:24:50,page_view,/apply-renew-passport/eligibility,2,tablet,direct,65,Australia,1,2024-05-20
sess_0025,1769c517-9963-444b-8fc8-2eb2b01dd549,2024-05-21 20:26:20,page_view,/apply-renew-passport/photo,3,tablet,direct,158,United Kingdom,2,2024-05-20
sess_0025,1769c517-9963-444b-8fc8-2eb2b01dd549,2024-05-21 20:28:35,page_view,/apply-renew-passport/personal-details,4,tablet,direct,25,United Kingdom,3,2024-05-20
sess_0025,1769c517-9963-444b-8fc8-2eb2b01dd549,2024-05-21 20:31:35,page_view,/apply-renew-passport/check-answers,5,tablet,direct,8,United Kingdom,4,2024-05-20
sess_0026,8796cf61-6799-4707-9a47-e8c9bcf6fa64,2024-04-02 13:59:43,page_view,/apply-renew-passport,1,mobile,paid_search,37,United Kingdom,0,2024-04-01
sess_0027,507012bd-153f-4b7d-a470-2ee638d29cf2,2024-02-06 02:00:25,page_view,/apply-renew-passport,1,mobile,organic_search,113,United Kingdom,0,2024-02-05
sess_0027,507012bd-153f-4b7d-a470-2ee638d29cf2,2024-02-06 02:01:10,page_view,/apply-renew-passport/eligibility,2,mobile,organic_search,237,United Kingdom,1,2024-02-05
sess_0027,507012bd-153f-4b7d-a470-2ee638d29cf2,2024-02-06 02:02:40,page_view,/apply-renew-passport/photo,3,mobile,organic_search,158,United Kingdom,2,2024-02-05
sess_0027,507012bd-153f-4b7d-a470-2ee638d29cf2,2024-02-06 02:04:55,page_view,/apply-renew-passport/personal-details,4,mobile,organic_search,168,United Kingdom,3,2024-02-05
sess_0027,507012bd-153f-4b7d-a470-2ee638d29cf2,2024-02-06 02:07:55,page_view,/apply-renew-passport/check-answers,5,mobile,organic_search,47,United Kingdom,4,2024-02-05
sess_0028,ba544cdb-efad-4484-a13b-41f82d98b9a2,2024-04-11 12:20:38,page_view,/apply-renew-passport,1,mobile,organic_search,90,United Kingdom,0,2024-04-08
sess_0028,ba544cdb-efad-4484-a13b-41f82d98b9a2,2024-04-11 12:21:23,page_view,/apply-renew-passport/eligibility,2,mobile,organic_search,111,United Kingdom,1,2024-04-08
sess_0028,ba544cdb-efad-4484-a13b-41f82d98b9a2,2024-04-11 12:22:53,page_view,/apply-renew-passport/photo,3,mobile,organic_search,46,United Kingdom,2,2024-04-08
sess_0029,4d66f32e-d95b-49ae-90e0-6f4b3ab50ac6,2024-03-02 09:29:33,page_view,/apply-renew-passport,1,tablet,paid_search,44,Australia,0,2024-02-26
sess_0030,9c07ce0c-7b0a-4466-bc70-b1026e2a1c42,2024-01-20 09:56:47,page_view,/apply-renew-passport,1,mobile,organic_search,27,Ireland,0,2024-01-15
sess_0031,3e039a25-ea20-44f4-ad52-a8288092620d,2024-06-19 17:41:46,page_view,/apply-renew-passport,1,mobile,organic_search,149,United Kingdom,0,2024-06-17
sess_0031,3e039a25-ea20-44f4-ad52-a8288092620d,2024-06-19 17:42:31,page_view,/apply-renew-passport/eligibility,2,mobile,organic_search,44,Australia,1,2024-06-17
sess_0032,d6b50853-b8bc-4ffe-b74d-e0cbb73e9137,2024-06-05 17:21:30,page_view,/apply-renew-passport,1,desktop,organic_search,86,United States,0,2024-06-03
sess_0032,d6b50853-b8bc-4ffe-b74d-e0cbb73e9137,2024-06-05 17:22:15,page_view,/apply-renew-passport/eligibility,2,desktop,organic_search,36,United States,1,2024-06-03
sess_0032,d6b50853-b8bc-4ffe-b74d-e0cbb73e9137,2024-06-05 17:23:45,page_view,/apply-renew-passport/photo,3,desktop,organic_search,44,United Kingdom,2,2024-06-03
sess_0032,d6b50853-b8bc-4ffe-b74d-e0cbb73e9137,2024-06-05 17:26:00,page_view,/apply-renew-passport/personal-details,4,desktop,organic_search,237,United Kingdom,3,2024-06-03
sess_0032,d6b50853-b8bc-4ffe-b74d-e0cbb73e9137,2024-06-05 17:29:00,page_view,/apply-renew-passport/check-answers,5,desktop,organic_search,151,United Kingdom,4,2024-06-03
sess_0032,d6b50853-b8bc-4ffe-b74d-e0cbb73e9137,2024-06-05 17:32:45,page_view,/apply-renew-passport/payment,6,desktop,organic_search,23,United Kingdom,5,2024-06-03
sess_0032,d6b50853-b8bc-4ffe-b74d-e0cbb73e9137,2024-06-05 17:34:15,form_submit,/apply-renew-passport/payment,6,desktop,organic_search,90,United Kingdom,5,2024-06-03
sess_0033,aaa37975-a355-41c1-8cad-19ce3a54192a,2024-05-03 03:45:47,page_view,/apply-renew-passport,1,desktop,organic_search,226,United Kingdom,0,2024-04-29
sess_0033,aaa37975-a355-41c1-8cad-19ce3a54192a,2024-05-03 03:46:32,page_view,/apply-renew-passport/eligibility,2,desktop,organic_search,45,United Kingdom,1,2024-04-29
sess_0034,e2a9a77c-ec61-405d-a5fc-0c16de931f21,2024-02-23 17:25:23,page_view,/apply-renew-passport,1,mobile,organic_search,21,United Kingdom,0,2024-02-19
sess_0035,ee1ce777-a776-4cc7-8846-200dedca4615,2024-03-26 19:06:09,page_view,/apply-renew-passport,1,desktop,organic_search,9,United States,0,2024-03-25
sess_0036,aa1528d3-9d8e-4f46-ae97-4adbecb72a52,2024-05-14 04:23:05,page_view,/apply-renew-passport,1,tablet,organic_search,159,United Kingdom,0,2024-05-13
sess_0036,aa1528d3-9d8e-4f46-ae97-4adbecb72a52,2024-05-14 04:23:50,page_view,/apply-renew-passport/eligibility,2,tablet,organic_search,120,United Kingdom,1,2024-05-13
sess_0036,aa1528d3-9d8e-4f46-ae97-4adbecb72a52,2024-05-14 04:25:20,page_view,/apply-renew-passport/photo,3,tablet,organic_search,88,United Kingdom,2,2024-05-13
sess_0036,aa1528d3-9d8e-4f46-ae97-4adbecb72a52,2024-05-14 04:27:35,page_view,/apply-renew-passport/personal-details,4,tablet,organic_search,213,Australia,3,2024-05-13
sess_0036,aa1528d3-9d8e-4f46-ae97-4adbecb72a52,2024-05-14 04:30:35,page_view,/apply-renew-passport/check-answers,5,tablet,organic_search,20,Ireland,4,2024-05-13
sess_0036,aa1528d3-9d8e-4f46-ae97-4adbecb72a52,2024-05-14 04:34:20,page_view,/apply-renew-passport/payment,6,tablet,organic_search,18,United Kingdom,5,2024-05-13
sess_0036,aa1528d3-9d8e-4f46-ae97-4adbecb72a52,2024-05-14 04:35:50,form_submit,/apply-renew-passport/payment,6,tablet,organic_search,90,United Kingdom,5,2024-05-13
sess_0037,6b4fa5f2-5234-4cfc-9316-1b262132c820,2024-04-18 17:14:46,page_view,/apply-renew-passport,1,desktop,organic_search,49,United States,0,2024-04-15
sess_0037,6b4fa5f2-5234-4cfc-9316-1b262132c820,2024-04-18 17:15:31,page_view,/apply-renew-passport/eligibility,2,desktop,organic_search,70,United Kingdom,1,2024-04-15
sess_0037,6b4fa5f2-5234-4cfc-9316-1b262132c820,2024-04-18 17:17:01,page_view,/apply-renew-passport/photo,3,desktop,organic_search,214,United Kingdom,2,2024-04-15
sess_0037,6b4fa5f2-5234-4cfc-9316-1b262132c820,2024-04-18 17:19:16,page_view,/apply-renew-passport/personal-details,4,desktop,organic_search,235,United Kingdom,3,2024-04-15
sess_0037,6b4fa5f2-5234-4cfc-9316-1b262132c820,2024-04-18 17:22:16,page_view,/apply-renew-passport/check-answers,5,desktop,organic_search,16,United Kingdom,4,2024-04-15
sess_0038,42e882fb-6045-4210-a63b-45ced0c33dd0,2024-03-05 12:05:47,page_view,/apply-renew-passport,1,desktop,organic_search,198,United Kingdom,0,2024-03-04
sess_0038,42e882fb-6045-4210-a63b-45ced0c33dd0,2024-03-05 12:06:32,page_view,/apply-renew-passport/eligibility,2,desktop,organic_search,78,United Kingdom,1,2024-03-04
sess_0038,42e882fb-6045-4210-a63b-45ced0c33dd0,2024-03-05 12:08:02,page_view,/apply-renew-passport/photo,3,desktop,organic_search,189,United Kingdom,2,2024-03-04
sess_0038,42e882fb-6045-4210-a63b-45ced0c33dd0,2024-03-05 12:10:17,page_view,/apply-renew-passport/personal-details,4,desktop,organic_search,233,United Kingdom,3,2024-03-04
sess_0038,42e882fb-6045-4210-a63b-45ced0c33dd0,2024-03-05 12:13:17,page_view,/apply-renew-passport/check-answers,5,desktop,organic_search,35,United Kingdom,4,2024-03-04
sess_0039,5b5824ef-5fb7-4eae-899b-cc8229944562,2024-06-07 13:34:09,page_view,/apply-renew-passport,1,tablet,organic_search,233,United Kingdom,0,2024-06-03
sess_0039,5b5824ef-5fb7-4eae-899b-cc8229944562,2024-06-07 13:34:54,page_view,/apply-renew-passport/eligibility,2,tablet,organic_search,16,United Kingdom,1,2024-06-03
sess_0039,5b5824ef-5fb7-4eae-899b-cc8229944562,2024-06-07 13:36:24,page_view,/apply-renew-passport/photo,3,tablet,organic_search,112,United Kingdom,2,2024-06-03
sess_0039,5b5824ef-5fb7-4eae-899b-cc8229944562,2024-06-07 13:38:39,page_view,/apply-renew-passport/personal-details,4,tablet,organic_search,231,United Kingdom,3,2024-06-03
sess_0039,5b5824ef-5fb7-4eae-899b-cc8229944562,2024-06-07 13:41:39,page_view,/apply-renew-passport/check-answers,5,tablet,organic_search,207,United Kingdom,4,2024-06-03
sess_0039,5b5824ef-5fb7-4eae-899b-cc8229944562,2024-06-07 13:45:24,page_view,/apply-renew-passport/payment,6,tablet,organic_search,46,United Kingdom,5,2024-06-03
sess_0039,5b5824ef-5fb7-4eae-899b-cc8229944562,2024-06-07 13:46:54,form_submit,/apply-renew-passport/payment,6,tablet,organic_search,90,United Kingdom,5,2024-06-03
sess_0040,b3f4f78c-bbbd-4b02-b4d4-18ba0e7838c8,2024-03-05 07:16:12,page_view,/apply-renew-passport,1,tablet,organic_search,55,United Kingdom,0,2024-03-04
sess_0040,b3f4f78c-bbbd-4b02-b4d4-18ba0e7838c8,2024-03-05 07:16:57,page_view,/apply-renew-passport/eligibility,2,tablet,organic_search,77,United Kingdom,1,2024-03-04
sess_0040,b3f4f78c-bbbd-4b02-b4d4-18ba0e7838c8,2024-03-05 07:18:27,page_view,/apply-renew-passport/photo,3,tablet,organic_search,162,United Kingdom,2,2024-03-04
sess_0040,b3f4f78c-bbbd-4b02-b4d4-18ba0e7838c8,2024-03-05 07:20:42,page_view,/apply-renew-passport/personal-details,4,tablet,organic_search,196,United Kingdom,3,2024-03-04
sess_0040,b3f4f78c-bbbd-4b02-b4d4-18ba0e7838c8,2024-03-05 07:23:42,page_view,/apply-renew-passport/check-answers,5,tablet,organic_search,121,United Kingdom,4,2024-03-04
sess_0040,b3f4f78c-bbbd-4b02-b4d4-18ba0e7838c8,2024-03-05 07:27:27,page_view,/apply-renew-passport/payment,6,tablet,organic_search,140,United Kingdom,5,2024-03-04
sess_0040,b3f4f78c-bbbd-4b02-b4d4-18ba0e7838c8,2024-03-05 07:28:57,form_submit,/apply-renew-passport/payment,6,tablet,organic_search,90,United Kingdom,5,2024-03-04
sess_0040,b3f4f78c-bbbd-4b02-b4d4-18ba0e7838c8,2024-03-05 07:31:57,page_view,/apply-renew-passport/confirmation,7,tablet,organic_search,7,United Kingdom,6,2024-03-04
sess_0041,abc0b208-5971-44b5-a16f-56a5ca5e8b71,2024-01-01 07:52:54,page_view,/apply-renew-passport,1,mobile,referral,199,United Kingdom,0,2024-01-01
sess_0041,abc0b208-5971-44b5-a16f-56a5ca5e8b71,2024-01-01 07:53:39,page_view,/apply-renew-passport/eligibility,2,mobile,referral,60,United Kingdom,1,2024-01-01
sess_0041,abc0b208-5971-44b5-a16f-56a5ca5e8b71,2024-01-01 07:55:09,page_view,/apply-renew-passport/photo,3,mobile,referral,27,United States,2,2024-01-01
sess_0041,abc0b208-5971-44b5-a16f-56a5ca5e8b71,2024-01-01 07:57:24,page_view,/apply-renew-passport/personal-details,4,mobile,referral,26,United Kingdom,3,2024-01-01
sess_0042,600c7d28-c9dd-44e3-b498-2d779d6e5f71,2024-05-08 19:36:34,page_view,/apply-renew-passport,1,desktop,direct,89,United Kingdom,0,2024-05-06
sess_0042,600c7d28-c9dd-44e3-b498-2d779d6e5f71,2024-05-08 19:37:19,page_view,/apply-renew-passport/eligibility,2,desktop,direct,93,United Kingdom,1,2024-05-06
sess_0042,600c7d28-c9dd-44e3-b498-2d779d6e5f71,2024-05-08 19:38:49,page_view,/apply-renew-passport/photo,3,desktop,direct,23,United Kingdom,2,2024-05-06
sess_0043,c24f2878-5e17-4d9d-95ea-a038bacb6ade,2024-02-07 06:02:22,page_view,/apply-renew-passport,1,mobile,paid_search,54,United Kingdom,0,2024-02-05
sess_0043,c24f2878-5e17-4d9d-95ea-a038bacb6ade,2024-02-07 06:03:07,page_view,/apply-renew-passport/eligibility,2,mobile,paid_search,87,United Kingdom,1,2024-02-05
